kw,qid,label,mode,exact_label,exact_alias,ctx,sl_log1p,p31_cnt,p279_cnt,ctx_p31,ctx_p279,alias_inv,y
gender diversity,Q110716478,Gender diversity increases performance and IRR – report,none,0,0,2.4,0,1,0,16.6,0,1,0
gender diversity,Q63214387,Gender Diversity Visibility Community User Group,none,0,0,2.4,0.69,1,0,19.3,0,1,0
gender diversity,Q111598327,Gender diversity in bank boardrooms and green lending: Evidence from euro area credit register data,none,0,0,4.8,0,1,0,35.8,0,1,0
gender diversity,Q107523548,Gender Diversity and Transgender Inclusivity in Libraries,none,0,0,2.4,0,1,0,26.1,0,1,0
gender diversity,Q110716514,Gender Diversity in the Boardroom on Private Equity Placements: Evidence from China,none,0,0,4.8,0,1,0,25.4,0,1,0
gender diversity,Q130533220,Gender diversity explorer,none,0,0,2.4,0,1,0,27.7,0,1,0
earnings management,Q15995636,earnings management,label,1,0,2.4,2.08,1,0,11.5,0,1,1
top management,Q2563977,senior management,alias,0,1,3.6,3.09,0,2,0,30.3,0.182,1
top management,Q107472160,Top Management,label,1,0,2.4,0.69,0,0,0,0,1,0
CFO,Q623268,chief financial officer,alias,0,1,3.6,3.61,2,2,40.5,39.2,0.133,1
CFO,Q800618,Chalfont & Latimer station,alias,0,1,1.2,3,2,0,23.5,0,0.286,0
CFO,Q3275315,Colorado Air and Space Port,alias,0,1,1.2,2.08,1,0,39.7,0,0.333,0
CFO,Q110904585,CTBC Flying Oyster,alias,0,1,1.2,1.1,1,0,32.6,0,0.667,0
CFO,Q30269578,Center for Orthopaedics,alias,0,1,1.2,0,1,0,30.7,0,0.667,0
CFO,Q14906124,Fos,none,0,0,0,0,1,1,18.9,17,0.333,0
CFO,Q1655953,Confresa Airport,alias,0,1,1.2,2.2,2,0,45.2,0,0.333,0
CFO,Q2025903,Operating cash flow,alias,0,1,1.2,1.95,1,0,22.4,0,0.222,0
CFO,Q49894535,CfoI,none,0,0,0,0,1,1,25,23.9,1,0
CFO,Q2985461,Comité français d'organisation et de normalisation bancaires,none,0,0,1.2,0.69,1,0,36,0,0.286,0
CFO,Q1627732,CFOP method,none,0,0,0,3,1,0,19.6,0,0.5,0
CFO,Q25378728,CFOA 15 to 23,none,0,0,0,0.69,1,1,16.6,19.7,0.667,0
CFO,Q105849816,cFosSpeed registration key,none,0,0,0,0,1,0,28.5,0,1,0
CFO,Q5010747,CFOB-FM,none,0,0,0,0.69,1,0,26.5,0,1,0
CFO,Q25378396,CFO 405–408,none,0,0,1.2,0.69,1,0,16.6,0,0.667,0
CFO,Q25378620,CFO 331 to 340,none,0,0,1.2,0.69,1,1,16.6,19.7,0.667,0
CFO,Q7432457,College of Fisheries and Ocean Sciences,none,0,0,0,0.69,1,0,25.7,0,0.5,0
CFO,Q5059636,Centers for Faith and Opportunity Initiatives,none,0,0,0,0.69,1,0,37.2,0,0.4,0
CFO,Q37772948,Chief Finance Officer Group,none,0,0,0,0,1,0,12,0,0.667,0
CFO,Q134541067,Chief Financial Officer,alias,0,1,2.4,0,0,0,0,0,0.667,0
CFO,Q29708026,cfo,none,0,0,0,0,1,0,18.9,0,0.667,0
CFO,Q30271171,Community Foundation of the Ozarks,alias,0,1,1.2,0,1,0,41.4,0,0.667,0
CFO,Q306106,CFosSpeed,none,0,0,0,2.94,1,0,27.7,0,1,0
CFO,Q66293317,CFOSAT,none,0,0,2.4,1.61,2,0,29.7,0,0.4,0
CFO,Q5010753,CFOX-FM,none,0,0,0,1.1,1,0,26.5,0,1,0
CFO,Q2931361,CFOM-FM,none,0,0,0,1.1,1,0,26.5,0,0.667,0
CFO,Q2931362,CFOU-FM,none,0,0,0,1.1,1,0,26.5,0,0.5,0
CFO,Q2931360,CFOI-FM,none,0,0,0,1.1,1,0,26.5,0,1,0
CFO,Q2819150,AFB320,none,0,0,1.2,0.69,1,0,36,0,0.5,0
CFO,Q25388813,CFO class XIV,none,0,0,1.2,0.69,1,1,16.6,25.6,0.222,0
CFO,Q2985748,commandement de la force et des opérations terrestres,none,0,0,0,1.39,1,0,30,0,0.222,0
CFO,Q156807,Chelidonium majus,none,0,0,0,4.13,1,2,29.6,33.8,0.143,0
CFO,Q2931399,CFoot,none,0,0,0,0.69,1,0,33.6,0,0.4,0
CFO,Q2819151,AFB160,none,0,0,0,0.69,1,0,36,0,0.5,0
CFO,Q5010748,CFOM,none,0,0,0,0.69,1,0,26.5,0,1,0
CFO,Q5010751,CFOX,none,0,0,0,0.69,1,0,26.5,0,1,0
CFO,Q110218476,CForce 850 XC,none,0,0,0,0,1,0,8,0,0.4,0
CFO,Q110599287,Champ de Foire,none,0,0,0,0,1,0,33.7,0,0.667,0
CFO,Q1026979,dioxyde de californium (IV),none,0,0,0,1.95,1,1,26.3,31.7,1,0
CEO,Q484876,chief executive officer,alias,0,1,2.4,4.38,4,2,45,37.5,0.182,1
CEO,Q28404534,YouTube Music,none,0,0,0,3.76,2,0,34.5,0,0.333,0
CEO,Q5018779,Calcifying epithelial odontogenic tumor,none,0,0,0,1.95,1,1,23.1,22.3,0.286,0
CEO,Q214109,Kea,none,0,0,0,3.95,1,0,30.3,0,0.25,0
CEO,Q114812486,Crew Earth Observations,alias,0,1,1.2,0,1,0,23.6,0,0.667,0
CEO,Q4387781,Hiro Matsushita,none,0,0,1.2,3.76,1,0,36.2,0,0.5,0
CEO,Q2997673,Corporate Europe Observatory,alias,0,1,2.4,2.4,3,0,44.2,0,0.333,0
CEO,Q7958853,Waco Kungo Airport,alias,0,1,1.2,2.4,1,0,39.7,0,0.5,0
CEO,Q16739636,Ceodes,none,0,0,0,1.61,1,0,29.6,0,1,0
CEO,Q742237,Ceolred of Mercia,none,0,0,0,3.04,1,0,36.2,0,1,0
CEO,Q14926928,Ceocephalus,none,0,0,0,1.39,1,0,29.6,0,1,0
CEO,Q514878,Ceolwulf,none,0,0,0,3.3,1,0,36.2,0,1,0
CEO,Q545437,Ceol of Wessex,none,0,0,0,3.26,1,0,36.2,0,0.4,0
CEO,Q2946312,Ceolnoth,none,0,0,0,2.2,1,0,36.2,0,1,0
CEO,Q23530321,N(5)-(carboxyethyl)ornithine synthase CBO0515,none,0,0,0,0,1,1,30.7,30.7,0.667,0
CEO,Q37533287,Ceo,none,0,0,0,0,1,0,30,0,1,0
CEO,Q880596,Ceolwulf II of Mercia,none,0,0,0,2.89,1,0,36.2,0,1,0
CEO,Q888634,Ceolwulf I of Mercia,none,0,0,0,3,1,0,36.2,0,1,0
CEO,Q1054504,Ceolfrith,none,0,0,0,2.56,1,0,36.2,0,0.222,0
CEO,Q729480,Ceolwulf of Northumbria,none,0,0,0,2.83,1,0,36.2,0,1,0
CEO,Q23409349,N(5)-(carboxyethyl)ornithine synthase CLC_0588,none,0,0,0,0,1,2,18.9,27.8,0.4,0
CEO,Q23201171,N(5)-(carboxyethyl)ornithine synthase CBO0515,none,0,0,0,0,1,2,18.9,27.8,0.4,0
CEO,Q23187008,N5-carboxyethyl-ornithine synthase L64332,none,0,0,0,0,1,2,18.9,27.8,0.4,0
CEO,Q23507463,N5-carboxyethyl-ornithine synthase L64332,none,0,0,0,0,1,1,30.7,30.7,0.5,0
CEO,Q27915172,RADARSAT-1 CEOS SAR Data File,none,0,0,0,0,1,1,22.7,28.5,0.5,0
CEO,Q27915156,RADARSAT-1 CEOS Volume Directory File,none,0,0,0,0,1,1,22.7,28.5,0.5,0
CEO,Q69944700,hospital chief executive officer,none,0,0,2.4,0.69,2,2,43.4,45.2,0.2,0
CEO,Q6425613,Koenwald,none,0,0,0,1.39,1,0,36.2,0,0.333,0
CEO,Q1054492,Ceollach,none,0,0,0,1.39,1,0,36.2,0,1,0
CEO,Q27915171,RADARSAT-1 CEOS SAR Leader File,none,0,0,0,0,1,1,22.7,28.5,0.5,0
CEO,Q27915173,RADARSAT-1 CEOS SAR Trailer File,none,0,0,0,0,1,1,22.7,28.5,0.5,0
CEO,Q27915174,RADARSAT-1 CEOS Null Volume Directory File,none,0,0,0,0,1,1,22.7,28.5,0.5,0
CEO,Q918701,Céor,none,0,0,2.4,2.4,1,0,20.1,0,0.667,0
CEO,Q55175010,Ceolin,none,0,0,0,0.69,1,0,30,0,1,0
CEO,Q879788,Ceolwald of Mercia,none,0,0,0,2.71,1,0,36.2,0,1,0
CEO,Q5063242,Ceolwald of Wessex,none,0,0,0,2.08,1,0,36.2,0,1,0
CEO,Q11008589,Concise Encyclopedia of the Original Literature of Esperanto 1887-2007,none,0,0,0,1.1,1,0,27.6,0,0.667,0
CEO,Q1130827,Céou,none,0,0,1.2,2.2,1,0,20.1,0,0.5,0
CEO,Q27915143,"RADARSAT-1 CEOS Volume Directory File, SAR Systematically Geocoded product variant",none,0,0,0,0,1,0,28.5,0,0.5,0
CEO,Q27915149,"RADARSAT-1 CEOS Volume Directory File, SAR Precision Geocoded product variant",none,0,0,0,0,1,0,28.5,0,0.5,0
CEO,Q27915118,"RADARSAT-1 CEOS Volume Directory File, SAR Georeferenced Fine Resolution product variant",none,0,0,0,0,1,0,28.5,0,0.5,0
CEO,Q36834,compositeur ou compositrice,none,0,0,0,4.88,2,2,35.6,36.6,0.286,0
CEO,Q639669,musicien ou musicienne,none,0,0,0,4.76,3,2,41.1,33.1,0.333,0
CEO,Q638,musique,none,0,0,0,5.74,4,2,45.3,41,0.667,0
CEO,Q1069,géologie,none,0,0,0,5.33,4,2,43.4,34.6,1,0
CEO,Q17172850,voix,none,0,0,0,2.56,1,1,15.8,23.5,0.5,0
CEO,Q1071,géographie,none,0,0,0,5.72,3,2,43.2,38.7,0.4,0
CEO,Q1390,insecte,none,0,0,0,5.39,1,1,29.6,26.5,0.25,0
CEO,Q942467,Enfant Jésus,none,0,0,0,3.58,3,0,42.5,0,0.25,0
CEO,Q527,ciel,none,0,0,0,5.15,1,1,33.2,33.2,0.667,0
CEO,Q15982450,streaming musical,none,0,0,0,1.79,2,2,30.2,30.3,0.4,0
CEO,Q182832,concert,none,0,0,0,4.45,1,3,19.8,33.3,0.333,0
CEO,Q181332,zéolithe,none,0,0,0,4.03,1,2,19.8,32.7,0.25,0
CEO,Q11634,sculpture,none,0,0,0,5.07,4,2,45.1,23.7,0.4,0
CEO,Q42998,orchestre,none,0,0,0,4.75,1,2,29.2,28.3,1,0
CEO,Q14915627,musicologue,none,0,0,0,2.83,1,1,22,17.3,1,0
CEO,Q15981151,musicien ou musicienne de jazz,none,0,0,0,2.3,2,1,35.6,26.2,0.5,0
CEO,Q16565,Charlotte,none,0,0,0,4.84,4,0,44.4,0,0.5,0
CEO,Q164204,musicologie,none,0,0,0,4.38,3,3,42.8,39.7,1,0
CEO,Q1278335,instrumentiste,none,0,0,0,3.3,1,1,28.5,26.2,1,0
CEO,Q170384,opérette,none,0,0,0,4.32,3,2,31.6,24.3,1,0
employment,Q656365,employment,label,1,0,0,4.38,1,1,37.2,24.4,0.222,1
employment,Q1056396,human resource management,none,0,0,1.3,4.04,4,1,47.1,26.4,0.143,0
employment,Q628967,labor law,none,0,0,1.3,4.26,1,1,25.5,9.2,0.5,0
employment,Q2389289,occupational injury,none,0,0,0,2.83,0,2,0,40.1,0.333,0
employment,Q12813215,ministry of labour,none,0,0,0,1.39,0,2,0,45,0.222,0
employment,Q12303322,minister of labor,none,0,0,0,1.95,1,1,40,37.7,0.25,0
employment,Q3250652,labor court,none,0,0,1.3,2.64,1,1,19.4,23.1,0.25,0
employment,Q261362,employment agency,none,0,0,1.3,3.43,0,1,0,38.9,0.222,0
employment,Q580148,employment website,none,0,0,0,2.83,1,3,20.5,45.1,0.25,0
employment,Q1221208,employment contract,none,0,0,0,3.91,1,1,4,34.7,0.4,0
employment,Q21130124,Employment Protection Act,none,0,0,0,1.39,1,0,33,0,1,0
employment,Q302562,job security,none,0,0,0,2.64,1,1,24.9,24.5,0.5,0
employment,Q685744,termination of employment,none,0,0,0,2.94,0,2,0,44.3,0.167,0
employment,Q2266417,employment opportunities,none,0,0,0,2.2,1,2,32.1,37.1,1,0
employment,Q105425483,arbitrator,none,0,0,0,0,1,1,27.2,25.8,0.25,0
employment,Q1742093,remuneration,none,0,0,2.6,2.83,0,2,0,35,0.143,0
employment,Q2606784,employment discrimination,none,0,0,0,2.83,0,1,0,6.3,0.4,0
employment,Q678774,employee benefit,none,0,0,1.3,3.33,0,1,0,35,0.2,0
employment,Q627718,Employment Tribunal,none,0,0,0,1.1,0,1,0,29.3,0.286,0
employment,Q950511,résumé,none,0,0,0,3.33,0,1,0,8.3,0.25,0
employment,Q676108,application for employment,none,0,0,1.3,2.83,0,2,0,46,0.286,0
employment,Q100399476,"Employment Equality Act, 1998",none,0,0,0,0,1,0,11.7,0,0.667,0
employment,Q100399816,"Employment Permits Act, 2006",none,0,0,0,0,1,0,11.7,0,0.667,0
employment,Q5374333,Employment Appeal Tribunal,none,0,0,0,1.39,1,0,25.4,0,1,0
employment,Q63348704,employment services industry,none,0,0,1.3,0,1,1,37.2,13,0.667,0
employment,Q1339210,recommendation letter,none,0,0,1.3,2.83,0,1,0,24.6,0.25,0
employment,Q2499074,sheltered work,none,0,0,0,1.95,0,1,0,20.6,0.5,0
employment,Q2981565,labour code (French),none,0,0,1.3,1.61,1,1,19.2,10.8,0.182,0
employment,Q7091744,onboarding,none,0,0,2.6,2.71,1,1,22.4,25.6,0.222,0
employment,Q5374355,Employment Rights Act 1996,none,0,0,1.3,1.1,1,0,27.8,0,0.5,0
employment,Q5374349,Employment Protection Act 1975,none,0,0,1.3,0.69,1,0,27.8,0,0.5,0
employment,Q22908140,Employment Act 2002,none,0,0,1.3,0.69,1,0,27.8,0,0.5,0
employment,Q5374331,Employment Agencies Act 1973,none,0,0,1.3,0.69,1,0,27.8,0,0.5,0
employment,Q5374351,Employment Relations Act 1999,none,0,0,1.3,0.69,1,0,27.8,0,0.5,0
employment,Q3656955,employment counsellor,none,0,0,0,2.08,2,2,38.8,39.3,1,0
employment,Q59243137,employer-employee relationship,none,0,0,0,0.69,2,1,25.1,40.7,0.333,0
employment,Q100398632,"Employment Equality Act, 1977",none,0,0,0,0,1,0,11.7,0,0.667,0
employment,Q17325653,employment activities,none,0,0,1.3,0.69,1,1,24.4,29.4,0.2,0
employment,Q100400166,"Employment Permits (Amendment) Act, 2014",none,0,0,0,0,1,0,11.7,0,0.667,0
employment,Q100163745,Employment Subsidies Act 1978,none,0,0,1.3,0,1,0,27.8,0,0.5,0
employment,Q470863,employability,none,0,0,0,2.4,0,1,0,29.3,0.667,0
employment,Q25054193,Employment Tribunals Act 1996,none,0,0,1.3,0.69,1,0,27.8,0,0.4,0
employment,Q5374353,Employment Relations Act 2004,none,0,0,1.3,0.69,1,0,27.8,0,0.5,0
employment,Q100163735,Employment and Training Act 1973,none,0,0,1.3,0.69,1,0,27.8,0,0.5,0
employment,Q5374363,Employment and Support Allowance,none,0,0,1.3,1.61,1,0,31.5,0,1,0
employment,Q4294814,Emploi et Développement social Canada,none,0,0,2.6,1.95,1,0,22.2,0,0.286,0
employment,Q10857250,emploi des personnes handicapées,none,0,0,0,1.1,0,2,0,33,0.5,0
employment,Q5374346,"Employment Policy Convention, 1964",none,0,0,0,1.95,1,0,23.5,0,0.5,0
biodiversity conservation,Q641498,conservation biology,alias,0,1,1.3,3.78,1,1,26.8,24.1,0.286,1
biodiversity conservation,Q97353866,Biodiversity Conservation Act 2016,none,0,0,1.3,0.69,1,0,33,0,1,0
biodiversity conservation,Q126019871,biodiversity conservation,label,1,0,1.3,0,0,1,0,36.4,1,0
biodiversity conservation,Q108833190,Biodiversity Conservation in China,none,0,0,1.3,1.1,1,0,37.1,0,1,0
biodiversity conservation,Q97353868,Biodiversity Conservation Act 2016,none,0,0,1.3,0.69,0,0,0,0,1,0
public policy,Q546113,public policy,label,1,0,3.9,3.91,3,1,43.2,31.6,0.4,1
public policy,Q31728,public administration,none,0,0,1.3,4.26,1,1,25,34.5,0.222,0
public policy,Q85710967,public policy studies,none,0,0,3.9,0,1,1,26.8,31.4,0.667,0
public policy,Q94246114,policy analyst,none,0,0,1.3,1.1,2,0,31.9,0,0.2,0
public policy,Q11391922,public policy school,none,0,0,3.9,1.1,1,3,26.4,43.8,1,0
public policy,Q2101508,policy analysis,none,0,0,2.6,2.71,4,1,45.2,37.3,0.4,0
public policy,Q105397154,UCLA Public Affairs Building,none,0,0,1.3,0,3,0,42.3,0,0.286,0
public policy,Q79117914,Public Policy Studies at Vanderbilt,none,0,0,1.3,0,1,0,31.5,0,0.5,0
public policy,Q7257950,public policy degree,none,0,0,2.6,0.69,0,1,0,25,0.4,0
public policy,Q115041546,public policy of Mexico,none,0,0,2.6,0,0,1,0,31.9,0.4,0
public policy,Q102048104,Public Policy award,none,0,0,1.3,0,1,0,34.8,0,1,0
public policy,Q7257952,public policy of the United States,none,0,0,1.3,1.39,0,1,0,31.9,0.2,0
public policy,Q112879657,policy scientist,none,0,0,2.6,0,1,0,29.5,0,0.4,0
public policy,Q329987,public policy doctrine,none,0,0,1.3,0.69,0,0,0,0,0.667,0
public policy,Q104707032,public policy studies,none,0,0,1.3,0,1,0,26.8,0,1,0
public policy,Q7257496,Public Policy Institute of California,none,0,0,1.3,0.69,1,0,39.5,0,0.667,0
public policy,Q7257497,Public Policy Limitation on Deduction for Business Expenses,none,0,0,1.3,0.69,0,0,0,0,1,0
public policy,Q66324380,"Public Policy Forum: Professors, Politicians, and Public Policy - 1979 (NAID 54719)",none,0,0,1.3,0,1,0,35.8,0,1,0
public policy,Q85720125,Stanford Public Policy Program,none,0,0,1.3,0,2,0,31.1,0,0.25,0
public policy,Q111203987,public policy management,none,0,0,1.3,0,1,0,26.8,0,1,0
public policy,Q18913551,Public Policy Institute,none,0,0,1.3,1.95,1,0,27.5,0,1,0
public policy,Q2116346,Public Policy Forum,none,0,0,1.3,1.1,1,0,34.9,0,1,0
public policy,Q29025663,Public Policy Institute for Wales,none,0,0,2.6,0.69,1,0,34.9,0,1,0
public policy,Q136525359,public policy and governance,none,0,0,3.9,0.69,1,6,35.6,47.3,0.4,0
public policy,Q155271,think tank,none,0,0,1.3,4.16,0,4,0,45.8,0.154,0
civic participation,Q4116870,civic engagement,alias,0,1,3.4,2.89,0,0,0,0,0.5,1
comparison,Q1720648,comparison,label,1,0,3.4,3,1,2,14.2,32.1,0.667,1
comparison,Q587992,comparison shopping website,none,0,0,1.7,3.14,1,3,14.5,33.7,0.333,0
comparison,Q2142873,relational operator,alias,0,1,1.7,2.64,0,1,0,11.8,0.5,0
comparison,Q2297875,comparison of Judaism and Christianity,none,0,0,1.7,2.56,1,1,37,12.5,0.2,0
comparison,Q61985998,Comparison,label,1,0,0.8,0,1,0,17.3,0,1,0
comparison,Q2990356,comparison,label,1,0,0.8,0.69,0,0,0,0,0.5,0
comparison,Q835648,romanization of Cantonese,none,0,0,0.8,2.08,0,2,0,24.7,0.286,0
comparison,Q54878378,comparison of programming languages,none,0,0,0.8,2.64,2,0,32.3,0,1,0
comparison,Q86760440,(C) – Comparison (PICOT format),alias,0,1,0.8,0,0,0,0,0,0.667,0
comparison,Q2070928,comparison of disc image software,none,0,0,0.8,1.79,2,0,31.8,0,1,0
comparison,Q2468661,Comparison of AMD graphics processing units,none,0,0,0.8,2.48,1,0,18.9,0,1,0
comparison,Q832927,Basis of accounting,none,0,0,0.8,1.79,0,0,0,0,0.5,0
comparison,Q16000450,Comparison of graphics file formats,none,0,0,0.8,2.3,2,0,32.3,0,1,0
comparison,Q2508366,comparison of web server software,none,0,0,0.8,1.95,2,0,32.3,0,1,0
comparison,Q4438330,comparison of e-book formats,none,0,0,2.5,1.61,2,0,32.3,0,1,0
comparison,Q666544,comparison of birth control methods,none,0,0,0.8,2.3,0,1,0,25.8,1,0
comparison,Q840832,comparison of American and British English,none,0,0,0.8,2.56,0,1,0,69,0.5,0
comparison,Q2602618,list of massively multiplayer online role-playing games,none,0,0,1.7,1.79,1,0,20.4,0,0.667,0
comparison,Q5155745,comparison of Internet forum software,none,0,0,1.7,1.79,2,0,32.3,0,1,0
comparison,Q2025532,comparison of open-source operating systems,none,0,0,0.8,2.2,2,0,32.3,0,0.667,0
comparison,Q1311186,comparison sign,none,0,0,0.8,1.1,0,1,0,8.8,0.5,0
comparison,Q26203150,comparison of audio player software,none,0,0,0.8,1.1,1,0,20.4,0,1,0
comparison,Q2378978,comparison of Internet Relay Chat clients,none,0,0,1.7,2.08,1,0,20.4,0,1,0
comparison,Q1064207,comparison of Linux distributions,none,0,0,0.8,2.89,1,0,20.4,0,1,0
comparison,Q5155802,comparison of Unicode encodings,none,0,0,0.8,0.69,2,0,32.3,0,1,0
comparison,Q104875044,comparison of user features of messaging platforms,none,0,0,0.8,0.69,1,0,20.4,0,1,0
comparison,Q109973367,Comparison of New Mexico ski resorts,none,0,0,0.8,0.69,1,0,20.4,0,1,0
comparison,Q2367322,comparison of alphabetic country codes,none,0,0,0.8,2.83,1,0,20.4,0,1,0
comparison,Q1049941,Comparison of XMPP server software,none,0,0,0.8,1.79,2,0,32.3,0,0.667,0
comparison,Q19605455,Comparison of anti-plagiarism software,none,0,0,0.8,1.79,2,0,32.3,0,1,0
comparison,Q906456,comparison of topologies,none,0,0,0.8,2.71,2,2,31.9,37.7,0.667,0
comparison,Q762446,list of multi-paradigm programming languages,none,0,0,0.8,1.61,2,0,32.3,0,0.5,0
comparison,Q3094618,Comparison of genealogy software,none,0,0,0.8,1.61,2,0,32.3,0,1,0
comparison,Q2202242,comparison of antivirus software,none,0,0,0.8,2.64,1,0,20.4,0,0.667,0
comparison,Q65961966,comparison of groups,none,0,0,1.7,0,0,1,0,33.1,1,0
comparison,Q5155887,comparison of firewalls,none,0,0,0.8,0,2,0,32.3,0,1,0
comparison,Q5155974,comparison of revision control software,none,0,0,0.8,1.39,2,0,32.3,0,0.4,0
comparison,Q5155973,comparison of reference management software,none,0,0,0.8,1.1,2,0,32.3,0,1,0
comparison,Q60485,Comparison of relational database management systems,none,0,0,0.8,2.3,2,0,32.3,0,1,0
comparison,Q577714,degré de comparaison,none,0,0,0,3.58,1,2,19.5,31.7,1,0
comparison,Q5155849,comparison de formats de sérialisation de dates,none,0,0,0.8,0.69,2,0,32.3,0,0.667,0
comparison,Q56613925,Comparison of the newer preventive therapies on remineralisation of enamel in vitro,none,0,0,0.8,0,1,0,7.8,0,1,0
comparison,Q5155993,Comparison of software saving Web pages for offline use,none,0,0,0.8,0.69,3,0,40.1,0,1,0
comparison,Q1419551,liste de clients BitTorrent,none,0,0,0,2.83,2,0,32.3,0,0.667,0
comparison,Q1764520,liste de serveurs FTP,none,0,0,0,2.3,1,0,20.4,0,0.667,0
comparison,Q2618972,comparison of cross-platform instant messaging clients,none,0,0,0.8,2.3,2,0,32.3,0,1,0
comparison,Q908020,comparison microscope,none,0,0,0.8,2.2,0,2,0,15.7,1,0
comparison,Q5261576,comparison of Standard Malay and Indonesian,none,0,0,0.8,2.08,2,0,30.9,0,0.667,0
comparison,Q3244141,liste de licences libres,none,0,0,0,2.08,2,0,32.3,0,0.667,0
comparison,Q1763936,liste de virus informatique,none,0,0,0,1.95,1,0,20.4,0,1,0
comparison,Q11498848,Comparison table method,none,0,0,1.7,1.79,2,1,16.1,2.9,0.667,0
political discussion,Q7210274,Political criticism,alias,0,1,0.8,1.79,0,2,0,31.7,0.5,1
internet,Q37312,Internet Movie Database,none,0,0,1.7,4.87,7,0,45.8,0,0.222,0
internet,Q75,Internet,label,1,0,0.8,5.67,3,1,38,23.7,0.222,1
internet,Q35127,website,none,0,0,1.7,5.05,1,7,14.5,46.3,0.167,0
internet,Q1714118,online publication,none,0,0,1.7,0,2,1,27.1,25.2,0.25,0
internet,Q2629164,Internet Speculative Fiction Database,none,0,0,1.7,3.09,2,0,36,0,0.333,0
internet,Q217082,Internet Engineering Task Force,none,0,0,0.8,3.87,3,0,45.6,0,0.5,0
internet,Q212805,digital library,none,0,0,2.5,4.09,4,4,42,47.6,0.154,0
internet,Q251212,Internet of things,none,0,0,1.7,4.33,3,1,42,28,0.333,0
internet,Q6368,web browser,none,0,0,1.7,5.03,3,4,40.1,41,0.133,0
internet,Q484847,e-commerce,none,0,0,2.5,4.38,2,3,22.1,38.5,0.143,0
internet,Q7094076,online database,none,0,0,1.7,2.48,0,4,0,44.7,0.286,0
internet,Q1068473,educational technology,none,0,0,0.8,3.87,3,1,36.6,27.9,0.074,0
internet,Q2927074,internet meme,none,0,0,0.8,4.28,2,5,33.7,43.1,0.286,0
internet,Q186165,web portal,none,0,0,0.8,4.04,1,2,14.5,28,0.25,0
internet,Q648266,Wayback Machine,none,0,0,0.8,4.73,1,0,23.2,0,0.4,0
internet,Q494348,cyberbullying,none,0,0,2.5,4.13,1,3,10.6,29.9,0.182,0
internet,Q615699,online encyclopedia,none,0,0,2.5,4.01,1,3,27.4,34.2,0.2,0
internet,Q1052713,Internet Adult Film Database,none,0,0,2.5,3.64,3,0,27.6,0,0.4,0
internet,Q4041526,Internetowa encyklopedia PWN,none,0,0,0.8,2.56,2,0,32.9,0,0.667,0
internet,Q2906862,influencer,none,0,0,0.8,3.61,1,2,22.3,33.6,0.182,0
internet,Q1194970,dot-com company,none,0,0,0.8,2.94,0,1,0,24.6,0.222,0
internet,Q213369,webcomic,none,0,0,1.7,3.81,1,4,9,36.9,0.111,0
internet,Q11371,internet service provider,none,0,0,0.8,4.29,0,2,0,31.3,0.5,0
internet,Q2045208,Internet celebrity,none,0,0,1.7,3.5,1,3,23.5,39.9,0.095,0
internet,Q168210,Internet forum,none,0,0,5.1,4.22,1,4,29.1,39.1,0.091,0
internet,Q4382945,online shop,none,0,0,1.7,3.26,0,5,0,41.1,0.143,0
internet,Q15672050,FilmPolski.pl,none,0,0,0,2.2,1,0,17.5,0,0.333,0
internet,Q184973,internet radio,none,0,0,1.7,4.01,0,3,0,37.6,0.154,0
internet,Q956129,Information Age,none,0,0,0.8,3.97,1,0,17.1,0,0.4,0
internet,Q1668024,service on Internet,none,0,0,1.7,2.08,0,3,0,33.5,0.4,0
internet,Q57414145,online streamer,none,0,0,2.5,3.22,1,1,23.5,22.2,0.118,0
internet,Q19967801,online service,none,0,0,1.7,1.1,1,2,16.2,28.9,0.333,0
internet,Q11135,IP address,none,0,0,0.8,4.75,0,2,0,25,0.667,0
internet,Q81414,Internet protocol suite,none,0,0,0.8,4.48,0,1,0,15.4,0.222,0
internet,Q8795,Internet Protocol,none,0,0,1.7,4.41,3,1,34.4,15.4,0.333,0
internet,Q20056333,Internet Game Database,none,0,0,1.7,2.3,4,0,36.2,0,0.4,0
internet,Q138461,digital economy,none,0,0,0.8,3.43,1,0,28.9,0,0.5,0
internet,Q42253,URL,none,0,0,0.8,4.61,1,1,29.1,25.3,0.143,0
internet,Q81945,Voice over IP,none,0,0,0.8,4.43,2,2,35.2,30.1,0.083,0
internet,Q1472399,internet access,none,0,0,0.8,3.76,0,1,0,29.2,0.4,0
internet,Q841645,Internet television,none,0,0,1.7,3.69,1,3,27.9,41.4,0.167,0
internet,Q189507,internet marketing,none,0,0,1.7,3.74,0,3,0,25.4,0.167,0
internet,Q32635,domain name,none,0,0,0.8,4.47,1,1,29.1,21.4,0.25,0
internet,Q29643,Wi-Fi,none,0,0,0.8,4.69,3,2,44.6,35.1,0.286,0
internet,Q242540,Internet Assigned Numbers Authority,none,0,0,0.8,3.71,2,0,39.6,0,0.667,0
internet,Q194163,accès à internet par ligne commutée,none,0,0,0.8,3.97,1,1,21,35,0.167,0
internet,Q1433061,Internet Exchange Point,none,0,0,1.7,3.33,2,2,32,26,0.333,0
internet,Q73,Internet Relay Chat,none,0,0,0.8,4.39,5,0,46.6,0,0.667,0
internet,Q207694,musée d'art,none,0,0,0,3.91,1,2,10,19.6,0.4,0
